"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 06, 2016","96.772","96.135","96.785","96.115","26.14K","0.68%"
"Oct 05, 2016","96.114","96.080","96.310","95.940","23.77K","-0.01%"
"Oct 04, 2016","96.125","95.665","96.390","95.660","42.19K","0.56%"
"Oct 03, 2016","95.587","95.435","95.735","95.390","15.63K","0.21%"
"Sep 30, 2016","95.385","95.470","95.895","95.250","32.73K","-0.09%"
"Sep 29, 2016","95.472","95.315","95.625","95.245","16.75K","0.14%"
"Sep 28, 2016","95.336","95.390","95.660","95.285","14.83K","0.03%"
"Sep 27, 2016","95.312","95.250","95.580","95.145","13.88K","0.11%"
"Sep 26, 2016","95.210","95.390","95.445","95.020","10.78K","-0.19%"
"Sep 23, 2016","95.392","95.310","95.605","95.280","16.22K","0.01%"
"Sep 22, 2016","95.381","95.455","95.490","94.950","24.31K","-0.30%"
"Sep 21, 2016","95.665","95.945","96.305","95.320","29.37K","-0.32%"
"Sep 20, 2016","95.976","95.775","95.985","95.525","16.02K","0.22%"
"Sep 19, 2016","95.770","96.030","96.045","95.790","0.67K","-0.35%"
"Sep 16, 2016","96.105","95.260","96.120","95.235","14.90K","0.86%"
"Sep 15, 2016","95.283","95.340","95.560","95.055","15.65K","-0.04%"
"Sep 14, 2016","95.322","95.550","95.660","95.195","29.84K","-0.34%"
"Sep 13, 2016","95.645","95.095","95.675","95.080","25.80K","0.59%"
"Sep 12, 2016","95.088","95.315","95.450","94.925","31.11K","-0.25%"
"Sep 09, 2016","95.328","94.975","95.580","94.820","30.82K","0.29%"
"Sep 08, 2016","95.051","94.990","95.135","94.440","33.16K","0.11%"
"Sep 07, 2016","94.951","94.820","95.050","94.675","16.52K","0.13%"
"Sep 06, 2016","94.823","95.775","95.855","94.755","26.76K","-1.07%"
"Sep 05, 2016","95.844","95.880","95.890","95.550","5.05K","0.00%"
"Sep 02, 2016","95.844","95.650","95.965","95.175","34.95K","0.19%"
"Sep 01, 2016","95.660","96.015","96.245","95.595","19.22K","-0.37%"
"Aug 31, 2016","96.012","95.990","96.250","95.895","23.73K","-0.03%"
"Aug 30, 2016","96.041","95.520","96.125","95.505","20.77K","0.52%"
"Aug 29, 2016","95.543","95.550","95.805","95.445","17.79K","0.00%"
"Aug 26, 2016","95.542","94.675","95.585","94.200","41.26K","0.84%"
"Aug 25, 2016","94.743","94.760","94.800","94.555","7.78K","-0.00%"
"Aug 24, 2016","94.747","94.550","94.870","94.470","13.90K","0.27%"
"Aug 23, 2016","94.494","94.545","94.565","94.195","15.64K","-0.01%"
"Aug 22, 2016","94.499","94.570","94.940","94.425","13.92K","0.02%"
"Aug 19, 2016","94.483","94.180","94.600","94.180","24.05K","0.37%"
"Aug 18, 2016","94.137","94.600","94.630","94.050","22.34K","-0.58%"
"Aug 17, 2016","94.690","94.760","95.085","94.490","22.95K","-0.08%"
"Aug 16, 2016","94.764","95.610","95.610","94.380","29.14K","-0.87%"
"Aug 15, 2016","95.594","95.675","95.770","95.425","7.25K","-0.09%"
"Aug 12, 2016","95.682","95.900","95.960","95.190","19.04K","-0.16%"
"Aug 11, 2016","95.838","95.530","95.910","95.460","9.07K","0.24%"
"Aug 10, 2016","95.608","96.075","96.075","95.380","16.39K","-0.55%"
"Aug 09, 2016","96.132","96.310","96.465","96.015","12.05K","-0.22%"
"Aug 08, 2016","96.340","96.190","96.420","96.090","6.38K","0.21%"
"Aug 05, 2016","96.136","95.705","96.500","95.485","24.12K","0.44%"
"Aug 04, 2016","95.717","95.490","95.875","95.385","13.79K","0.20%"
"Aug 03, 2016","95.525","95.075","95.545","95.075","12.68K","0.57%"
"Aug 02, 2016","94.988","95.700","95.810","94.940","21.50K","-0.72%"
"Aug 01, 2016","95.677","95.490","95.770","95.460","11.37K","0.19%"
"Jul 29, 2016","95.491","96.595","96.705","95.335","35.78K","-1.27%"
"Jul 28, 2016","96.721","96.640","96.760","96.245","22.98K","-0.33%"
"Jul 27, 2016","97.042","97.170","97.540","96.710","18.21K","-0.13%"
"Jul 26, 2016","97.168","97.310","97.345","96.895","10.59K","-0.16%"
"Jul 25, 2016","97.326","97.455","97.620","97.250","11.32K","-0.19%"
"Jul 22, 2016","97.516","96.895","97.585","96.860","19.03K","0.48%"
"Jul 21, 2016","97.046","97.150","97.275","96.765","24.81K","-0.22%"
"Jul 20, 2016","97.263","97.100","97.370","97.010","22.25K","0.16%"
"Jul 19, 2016","97.108","96.590","97.185","96.530","24.23K","0.54%"
"Jul 18, 2016","96.587","96.615","96.710","96.455","11.29K","0.02%"
"Jul 15, 2016","96.563","96.150","96.750","95.920","22.81K","0.48%"
"Jul 14, 2016","96.100","96.315","96.420","95.840","13.96K","-0.11%"
"Jul 13, 2016","96.208","96.565","96.600","96.095","12.26K","-0.29%"
"Jul 12, 2016","96.487","96.550","96.660","96.075","18.97K","-0.11%"
"Jul 11, 2016","96.590","96.350","96.805","96.285","11.61K","0.27%"
"Jul 08, 2016","96.327","96.320","96.725","95.780","29.46K","-0.06%"
"Jul 07, 2016","96.383","96.125","96.390","95.990","16.06K","0.26%"
"Jul 06, 2016","96.131","96.335","96.630","96.045","31.23K","-0.13%"
"Jul 05, 2016","96.259","95.625","96.340","95.375","21.41K","0.57%"
"Jul 04, 2016","95.714","95.750","95.960","95.565","5.39K","0.00%"
"Jul 01, 2016","95.714","95.955","96.170","95.480","21.14K","-0.51%"
"Jun 30, 2016","96.203","95.700","96.480","95.520","40.03K","0.41%"
"Jun 29, 2016","95.807","96.140","96.270","95.625","20.24K","-0.54%"
"Jun 28, 2016","96.331","96.565","96.570","95.920","20.69K","-0.38%"
"Jun 27, 2016","96.703","96.115","96.865","95.935","28.57K","1.18%"
"Jun 24, 2016","95.574","93.750","96.700","93.730","66.05K","2.19%"
"Jun 23, 2016","93.527","93.620","93.675","93.025","29.25K","-0.25%"
"Jun 22, 2016","93.758","94.120","94.180","93.500","15.47K","-0.32%"
"Jun 21, 2016","94.061","93.620","94.195","93.470","19.21K","0.40%"
"Jun 20, 2016","93.684","94.060","94.060","93.545","20.69K","-0.70%"
"Jun 17, 2016","94.340","94.490","94.740","94.165","23.07K","-0.39%"
"Jun 16, 2016","94.706","94.655","95.535","94.260","40.52K","0.03%"
"Jun 15, 2016","94.680","95.020","95.150","94.415","23.62K","-0.38%"
"Jun 14, 2016","95.040","94.480","95.140","94.395","22.52K","0.68%"
"Jun 13, 2016","94.399","94.680","94.755","94.455","2.30K","-0.17%"
"Jun 10, 2016","94.561","94.135","94.725","94.055","21.51K","0.65%"
"Jun 09, 2016","93.952","93.530","94.105","93.435","22.65K","0.40%"
"Jun 08, 2016","93.580","93.870","93.870","93.410","35.80K","-0.27%"
"Jun 07, 2016","93.832","93.980","94.075","93.745","20.41K","-0.06%"
"Jun 06, 2016","93.890","93.945","94.265","93.740","30.34K","-0.15%"
"Jun 03, 2016","94.028","95.565","95.640","93.860","34.59K","-1.61%"
"Jun 02, 2016","95.566","95.400","95.580","95.150","17.54K","0.12%"
"Jun 01, 2016","95.456","95.800","95.905","95.340","19.51K","-0.44%"
"May 31, 2016","95.878","95.600","95.890","95.455","17.72K","0.40%"
"May 30, 2016","95.500","95.760","95.960","95.670","8.30K","0.00%"
"May 27, 2016","95.500","95.150","95.770","95.075","18.43K","0.36%"
"May 26, 2016","95.162","95.400","95.410","94.925","18.58K","-0.19%"
"May 25, 2016","95.340","95.650","95.665","95.320","11.33K","-0.25%"
"May 24, 2016","95.576","95.280","95.670","95.205","13.64K","0.38%"
"May 23, 2016","95.216","95.310","95.475","95.110","11.76K","-0.13%"
"May 20, 2016","95.343","95.295","95.465","95.180","10.92K","0.05%"
"May 19, 2016","95.294","95.190","95.510","95.125","22.69K","0.24%"
"May 18, 2016","95.063","94.525","95.230","94.510","24.26K","0.56%"
"May 17, 2016","94.531","94.550","94.740","94.310","11.83K","-0.02%"
"May 16, 2016","94.550","94.610","94.675","94.380","13.13K","-0.05%"
"May 13, 2016","94.593","94.150","94.845","94.100","23.16K","0.49%"
"May 12, 2016","94.128","93.820","94.160","93.780","18.76K","0.36%"
"May 11, 2016","93.790","94.215","94.215","93.650","18.92K","-0.51%"
"May 10, 2016","94.267","94.130","94.335","94.015","13.36K","0.16%"
"May 09, 2016","94.115","93.870","94.195","93.800","14.01K","0.25%"
"May 06, 2016","93.883","93.750","93.955","93.085","21.44K","0.11%"
"May 05, 2016","93.780","93.240","93.860","93.170","18.22K","0.64%"
"May 04, 2016","93.187","92.955","93.360","92.835","30.46K","0.28%"
"May 03, 2016","92.931","92.620","93.030","91.880","31.40K","0.34%"
"May 02, 2016","92.618","92.995","93.065","92.500","22.40K","-0.47%"
"Apr 29, 2016","93.054","93.720","93.720","92.975","32.88K","-0.72%"
"Apr 28, 2016","93.727","94.350","94.570","93.665","29.79K","-0.68%"
"Apr 27, 2016","94.367","94.495","94.820","94.095","26.14K","-0.19%"
"Apr 26, 2016","94.543","94.730","94.775","94.155","21.39K","-0.27%"
"Apr 25, 2016","94.801","95.045","95.100","94.650","15.04K","-0.29%"
"Apr 22, 2016","95.080","94.605","95.180","94.435","21.34K","0.54%"
"Apr 21, 2016","94.574","94.510","94.685","93.845","44.40K","0.11%"
"Apr 20, 2016","94.471","94.095","94.565","93.900","15.59K","0.56%"
"Apr 19, 2016","93.947","94.500","94.525","93.890","17.53K","-0.54%"
"Apr 18, 2016","94.460","94.690","94.810","94.365","14.29K","-0.24%"
"Apr 15, 2016","94.686","94.910","95.040","94.485","16.30K","-0.23%"
"Apr 14, 2016","94.908","94.830","95.210","94.685","23.23K","0.15%"
"Apr 13, 2016","94.762","94.045","94.835","94.000","26.03K","0.87%"
"Apr 12, 2016","93.945","93.980","94.385","93.620","23.99K","0.00%"
"Apr 11, 2016","93.942","94.150","94.350","93.745","20.71K","-0.33%"
"Apr 08, 2016","94.252","94.585","94.700","94.090","19.26K","-0.27%"
"Apr 07, 2016","94.504","94.455","94.670","94.035","26.25K","0.07%"
"Apr 06, 2016","94.441","94.635","95.075","94.240","32.36K","-0.21%"
"Apr 05, 2016","94.637","94.615","94.990","94.455","21.14K","0.12%"
"Apr 04, 2016","94.524","94.560","94.830","94.415","11.47K","-0.10%"
"Apr 01, 2016","94.618","94.620","95.100","94.325","28.25K","0.04%"
"Mar 31, 2016","94.578","94.850","95.015","94.295","20.68K","-0.25%"
"Mar 30, 2016","94.819","95.185","95.220","94.560","26.87K","-0.34%"
"Mar 29, 2016","95.146","95.945","96.230","95.080","30.02K","-0.83%"
"Mar 28, 2016","95.940","96.270","96.420","95.840","10.60K","-0.24%"
"Mar 24, 2016","96.173","96.095","96.385","96.060","13.12K","0.11%"
"Mar 23, 2016","96.064","95.640","96.240","95.630","14.47K","0.44%"
"Mar 22, 2016","95.644","95.445","95.750","95.275","20.35K","0.36%"
"Mar 21, 2016","95.304","95.100","95.410","95.020","12.49K","0.19%"
"Mar 18, 2016","95.120","94.800","95.195","94.605","20.39K","0.34%"
"Mar 17, 2016","94.801","95.775","95.865","94.675","30.54K","-1.17%"
"Mar 16, 2016","95.925","96.660","97.090","95.560","30.94K","-0.77%"
"Mar 15, 2016","96.668","96.650","96.905","96.490","12.48K","0.15%"
"Mar 14, 2016","96.521","96.295","96.505","96.175","1.29K","0.36%"
"Mar 11, 2016","96.172","96.175","96.705","95.940","16.88K","0.12%"
"Mar 10, 2016","96.055","97.295","98.430","95.940","52.91K","-1.14%"
"Mar 09, 2016","97.159","97.260","97.580","96.935","27.94K","-0.05%"
"Mar 08, 2016","97.206","97.070","97.280","96.895","16.22K","0.13%"
"Mar 07, 2016","97.084","97.335","97.700","97.045","14.49K","-0.27%"
"Mar 04, 2016","97.343","97.645","98.050","97.025","33.76K","-0.26%"
"Mar 03, 2016","97.601","98.235","98.355","97.460","22.22K","-0.64%"
"Mar 02, 2016","98.225","98.330","98.595","98.150","14.51K","-0.14%"
"Mar 01, 2016","98.365","98.205","98.585","98.110","19.34K","0.15%"
"Feb 29, 2016","98.219","98.180","98.390","97.825","19.93K","0.04%"
"Feb 26, 2016","98.175","97.340","98.285","97.115","26.71K","0.92%"
"Feb 25, 2016","97.282","97.540","97.735","97.225","15.81K","-0.19%"
"Feb 24, 2016","97.464","97.480","97.925","97.240","27.97K","-0.02%"
"Feb 23, 2016","97.485","97.350","97.580","97.150","14.12K","0.10%"
"Feb 22, 2016","97.388","96.745","97.615","96.725","15.60K","0.81%"
"Feb 19, 2016","96.604","96.750","97.260","96.575","17.97K","-0.37%"
"Feb 18, 2016","96.960","96.835","97.100","96.705","13.50K","0.17%"
"Feb 17, 2016","96.800","96.985","97.115","96.645","14.19K","-0.08%"
"Feb 16, 2016","96.875","96.635","97.000","96.400","17.32K","0.93%"
"Feb 15, 2016","95.982","96.120","96.910","96.070","13.39K","0.00%"
"Feb 12, 2016","95.982","95.695","96.250","95.545","27.58K","0.38%"
"Feb 11, 2016","95.619","95.685","95.900","95.280","49.09K","-0.33%"
"Feb 10, 2016","95.936","96.030","96.770","95.780","35.60K","-0.16%"
"Feb 09, 2016","96.094","96.685","96.850","95.675","41.04K","-0.50%"
"Feb 08, 2016","96.581","97.050","97.500","96.565","31.57K","-0.49%"
"Feb 05, 2016","97.054","96.545","97.305","96.040","42.34K","0.59%"
"Feb 04, 2016","96.487","97.185","97.480","96.270","48.43K","-0.84%"
"Feb 03, 2016","97.301","98.840","98.955","96.885","60.54K","-1.61%"
"Feb 02, 2016","98.893","99.035","99.105","98.790","19.63K","-0.14%"
"Feb 01, 2016","99.028","99.700","99.750","98.950","27.83K","-0.63%"
"Jan 29, 2016","99.652","98.680","99.880","98.600","53.80K","1.13%"
"Jan 28, 2016","98.539","99.005","99.150","98.450","34.54K","-0.42%"
"Jan 27, 2016","98.954","99.130","99.230","98.745","30.07K","-0.18%"
"Jan 26, 2016","99.133","99.385","99.505","99.065","19.42K","-0.27%"
"Jan 25, 2016","99.406","99.640","99.660","99.280","16.69K","-0.25%"
"Jan 22, 2016","99.651","99.280","99.675","99.190","26.44K","0.53%"
"Jan 21, 2016","99.128","99.270","99.950","98.985","68.45K","-0.05%"
"Jan 20, 2016","99.174","99.075","99.260","98.680","33.76K","0.14%"
"Jan 19, 2016","99.036","99.255","99.395","98.920","24.18K","0.02%"
"Jan 18, 2016","99.020","99.020","99.285","98.925","9.91K","0.00%"
"Jan 15, 2016","99.020","99.120","99.195","98.415","46.07K","-0.14%"
"Jan 14, 2016","99.155","98.915","99.330","98.650","38.49K","0.18%"
"Jan 13, 2016","98.978","99.105","99.395","98.905","27.27K","-0.05%"
"Jan 12, 2016","99.024","98.945","99.340","98.635","27.24K","0.24%"
"Jan 11, 2016","98.784","98.335","98.970","98.140","32.09K","0.19%"
"Jan 08, 2016","98.599","98.420","99.295","98.375","40.22K","0.33%"
"Jan 07, 2016","98.272","99.325","99.385","98.240","39.14K","-1.00%"
"Jan 06, 2016","99.266","99.515","99.750","99.195","29.73K","-0.23%"
"Jan 05, 2016","99.496","98.910","99.730","98.855","38.36K","0.53%"
"Jan 04, 2016","98.968","98.760","99.300","98.110","39.01K","0.23%"
"Dec 31, 2015","98.745","98.260","98.845","98.255","18.78K","0.40%"
"Dec 30, 2015","98.354","98.305","98.495","98.190","9.83K","0.18%"
"Dec 29, 2015","98.173","97.925","98.475","97.840","17.18K","0.23%"
"Dec 28, 2015","97.950","97.970","98.055","97.835","10.77K","-0.07%"
"Dec 24, 2015","98.016","98.390","98.390","97.935","9.15K","-0.36%"
"Dec 23, 2015","98.367","98.225","98.665","98.210","16.79K","0.13%"
"Dec 22, 2015","98.244","98.500","98.515","98.005","17.75K","-0.13%"
"Dec 21, 2015","98.369","98.780","98.855","98.295","20.93K","-0.37%"
"Dec 18, 2015","98.731","99.050","99.290","98.665","29.69K","-0.59%"
"Dec 17, 2015","99.320","98.655","99.345","98.645","30.97K","1.47%"
"Dec 16, 2015","97.884","98.180","98.645","97.625","47.39K","-0.41%"
"Dec 15, 2015","98.288","97.655","98.350","97.225","24.92K","0.84%"
"Dec 14, 2015","97.469","97.725","97.870","97.565","0.90K","-0.08%"
"Dec 11, 2015","97.551","97.980","98.195","97.325","14.99K","-0.42%"
"Dec 10, 2015","97.960","97.365","97.980","97.365","39.19K","0.64%"
"Dec 09, 2015","97.334","98.485","98.510","97.210","49.35K","-1.15%"
"Dec 08, 2015","98.468","98.745","98.765","98.355","23.94K","-0.20%"
"Dec 07, 2015","98.669","98.330","98.905","98.270","29.00K","0.33%"
"Dec 04, 2015","98.343","98.015","98.615","97.750","55.18K","0.73%"
"Dec 03, 2015","97.634","100.090","100.600","97.590","125.22K","-2.39%"
"Dec 02, 2015","100.020","99.870","100.545","99.835","37.70K","0.18%"
"Dec 01, 2015","99.840","100.250","100.255","99.755","26.91K","-0.37%"
"Nov 30, 2015","100.210","100.115","100.360","100.020","22.10K","0.14%"
"Nov 27, 2015","100.073","99.930","100.255","99.700","14.13K","0.24%"
"Nov 26, 2015","99.830","99.785","99.960","99.765","6.29K","0.00%"
"Nov 25, 2015","99.830","99.610","100.230","99.365","6.29K","0.24%"
"Nov 24, 2015","99.590","99.785","99.845","99.515","23.23K","-0.27%"
"Nov 23, 2015","99.855","99.680","100.065","99.580","28.30K","0.23%"
"Nov 20, 2015","99.624","99.180","99.705","99.075","30.33K","0.57%"
"Nov 19, 2015","99.064","99.470","99.520","98.795","39.26K","-0.68%"
"Nov 18, 2015","99.745","99.755","99.965","99.400","32.85K","0.05%"
"Nov 17, 2015","99.700","99.475","99.835","99.455","27.70K","0.16%"
"Nov 16, 2015","99.538","99.060","99.545","98.970","31.58K","0.45%"
"Nov 13, 2015","99.097","98.645","99.300","98.620","35.04K","0.39%"
"Nov 12, 2015","98.712","98.885","99.395","98.500","44.54K","-0.45%"
"Nov 11, 2015","99.158","99.200","99.335","98.880","27.96K","-0.23%"
"Nov 10, 2015","99.390","99.100","99.600","99.050","23.42K","0.32%"
"Nov 09, 2015","99.076","99.375","99.430","98.910","26.61K","-0.19%"
"Nov 06, 2015","99.260","98.060","99.470","98.000","49.53K","1.23%"
"Nov 05, 2015","98.050","98.015","98.240","97.855","27.04K","0.02%"
"Nov 04, 2015","98.029","97.335","98.150","97.300","29.91K","0.81%"
"Nov 03, 2015","97.243","97.000","97.570","96.845","19.06K","0.25%"
"Nov 02, 2015","97.003","96.815","97.040","96.710","16.59K","-0.02%"
"Oct 30, 2015","97.019","97.300","97.445","96.650","41.18K","-0.35%"
"Oct 29, 2015","97.364","97.705","97.795","97.315","34.76K","-0.51%"
"Oct 28, 2015","97.861","97.050","97.895","96.510","47.24K","0.90%"
"Oct 27, 2015","96.992","96.885","97.060","96.620","27.19K","0.04%"
"Oct 26, 2015","96.955","97.235","97.250","96.785","24.11K","-0.30%"
"Oct 23, 2015","97.243","96.595","97.300","96.225","46.04K","0.82%"
"Oct 22, 2015","96.454","95.050","96.500","94.985","52.44K","1.46%"
"Oct 21, 2015","95.068","94.855","95.095","94.750","16.14K","0.14%"
"Oct 20, 2015","94.939","94.970","94.985","94.630","16.71K","-0.01%"
"Oct 19, 2015","94.953","94.720","95.045","94.595","19.11K","0.39%"
"Oct 16, 2015","94.588","94.590","94.805","94.415","20.54K","0.17%"
"Oct 15, 2015","94.430","93.980","94.625","93.830","33.34K","0.50%"
"Oct 14, 2015","93.957","94.790","94.795","93.860","36.03K","-0.88%"
"Oct 13, 2015","94.790","94.960","95.025","94.575","21.23K","0.03%"
"Oct 12, 2015","94.765","94.940","94.940","94.665","15.58K","-0.12%"
"Oct 09, 2015","94.883","95.350","95.420","94.745","31.77K","-0.55%"
"Oct 08, 2015","95.407","95.665","95.720","95.045","28.54K","-0.18%"
"Oct 07, 2015","95.580","95.580","95.795","95.425","21.73K","0.02%"
"Oct 06, 2015","95.563","96.165","96.275","95.490","19.19K","-0.70%"
"Oct 05, 2015","96.240","96.015","96.295","95.550","23.98K","0.28%"
"Oct 02, 2015","95.967","96.245","96.510","95.300","50.49K","-0.37%"
"Oct 01, 2015","96.326","96.400","96.635","96.090","20.39K","-0.16%"
"Sep 30, 2015","96.480","96.055","96.565","95.985","24.12K","0.51%"
"Sep 29, 2015","95.993","96.190","96.385","95.825","28.19K","-0.20%"
"Sep 28, 2015","96.182","96.360","96.670","96.035","28.67K","-0.26%"
"Sep 25, 2015","96.434","96.385","96.880","96.270","43.89K","0.30%"
"Sep 24, 2015","96.149","96.360","96.465","95.575","49.55K","-0.06%"
"Sep 23, 2015","96.206","96.525","96.715","96.185","40.60K","-0.25%"
"Sep 22, 2015","96.446","96.070","96.580","95.910","30.28K","0.43%"
"Sep 21, 2015","96.034","95.440","96.135","95.180","36.50K","1.09%"
"Sep 18, 2015","94.996","94.750","95.535","94.195","35.46K","0.34%"
"Sep 17, 2015","94.677","95.455","95.530","94.485","48.96K","-0.91%"
"Sep 16, 2015","95.546","95.765","96.010","95.300","26.77K","-0.25%"
"Sep 15, 2015","95.785","95.460","95.850","95.285","22.34K","0.44%"
"Sep 14, 2015","95.364","95.175","95.355","94.940","0.51K","0.18%"
"Sep 11, 2015","95.194","95.525","95.675","95.115","22.97K","-0.26%"
"Sep 10, 2015","95.442","95.885","96.210","95.390","39.62K","-0.59%"
"Sep 09, 2015","96.010","95.860","96.420","95.860","57.44K","0.02%"
"Sep 08, 2015","95.987","96.215","96.250","95.735","40.38K","-0.26%"
"Sep 07, 2015","96.240","96.185","96.435","96.045","13.42K","0.00%"
"Sep 04, 2015","96.240","96.400","96.595","95.660","44.76K","-0.19%"
"Sep 03, 2015","96.423","96.010","96.635","95.810","56.01K","0.60%"
"Sep 02, 2015","95.844","95.455","95.970","95.450","46.44K","0.42%"
"Sep 01, 2015","95.446","95.890","95.890","95.210","53.68K","-0.43%"
"Aug 31, 2015","95.854","96.190","96.260","95.640","36.27K","-0.29%"
"Aug 28, 2015","96.135","95.805","96.355","95.400","45.74K","0.50%"
"Aug 27, 2015","95.652","95.210","96.060","95.015","55.51K","0.55%"
"Aug 26, 2015","95.131","93.780","95.475","93.730","81.42K","0.62%"
"Aug 25, 2015","94.544","93.520","94.725","93.500","82.43K","1.27%"
"Aug 24, 2015","93.356","94.880","94.960","92.520","142.82K","-1.74%"
"Aug 21, 2015","95.005","95.780","95.805","94.810","61.65K","-1.04%"
"Aug 20, 2015","96.002","96.470","96.590","95.715","47.78K","-0.38%"
"Aug 19, 2015","96.368","97.025","97.105","96.340","44.76K","-0.72%"
"Aug 18, 2015","97.070","96.845","97.100","96.690","25.30K","0.26%"
"Aug 17, 2015","96.815","96.570","96.960","96.525","31.63K","0.29%"
"Aug 14, 2015","96.533","96.360","96.695","96.105","41.61K","0.07%"
"Aug 13, 2015","96.461","96.370","96.840","96.135","36.25K","0.17%"
"Aug 12, 2015","96.295","97.235","97.375","95.945","68.81K","-1.07%"
"Aug 11, 2015","97.335","97.240","97.645","96.905","44.82K","0.14%"
"Aug 10, 2015","97.202","97.660","97.975","97.080","34.74K","-0.43%"
"Aug 07, 2015","97.619","97.925","98.425","97.360","58.35K","-0.29%"
"Aug 06, 2015","97.906","97.955","98.260","97.685","26.78K","-0.13%"
"Aug 05, 2015","98.035","98.075","98.335","97.655","47.15K","0.01%"
"Aug 04, 2015","98.024","97.610","98.105","97.310","37.13K","0.42%"
"Aug 03, 2015","97.616","97.305","97.695","97.245","30.07K","0.18%"
"Jul 31, 2015","97.439","97.555","97.725","96.375","60.53K","-0.26%"
"Jul 30, 2015","97.694","97.265","97.890","97.255","35.19K","0.64%"
"Jul 29, 2015","97.077","96.705","97.350","96.555","31.98K","0.22%"
"Jul 28, 2015","96.863","96.660","97.075","96.555","24.18K","0.27%"
"Jul 27, 2015","96.605","97.360","97.410","96.360","48.48K","-0.76%"
"Jul 24, 2015","97.346","97.300","97.745","97.215","27.60K","0.12%"
"Jul 23, 2015","97.226","97.600","97.635","96.950","41.75K","-0.51%"
"Jul 22, 2015","97.722","97.450","97.940","97.215","35.54K","0.30%"
"Jul 21, 2015","97.426","98.150","98.295","97.220","43.42K","-0.75%"
"Jul 20, 2015","98.161","98.090","98.310","97.865","26.10K","0.18%"
"Jul 17, 2015","97.989","97.755","98.100","97.540","27.10K","0.19%"
"Jul 16, 2015","97.806","97.350","97.915","97.310","39.39K","0.54%"
"Jul 15, 2015","97.279","96.815","97.440","96.675","42.32K","0.51%"
"Jul 14, 2015","96.784","97.095","97.220","96.300","29.55K","-0.22%"
"Jul 13, 2015","96.998","96.065","97.035","95.730","46.05K","0.86%"
"Jul 10, 2015","96.172","96.550","96.600","95.555","46.50K","-0.64%"
"Jul 09, 2015","96.788","96.440","96.940","96.110","32.28K","0.33%"
"Jul 08, 2015","96.472","96.905","97.090","96.205","39.48K","-0.62%"
"Jul 07, 2015","97.076","96.500","97.450","96.490","50.12K","0.62%"
"Jul 06, 2015","96.477","96.770","96.870","96.195","38.44K","0.19%"
"Jul 03, 2015","96.290","96.255","96.420","96.040","9.53K","0.00%"
"Jul 02, 2015","96.290","96.580","96.670","96.030","40.95K","-0.23%"
"Jul 01, 2015","96.509","95.795","96.555","95.640","45.91K","0.89%"
"Jun 30, 2015","95.661","95.185","95.885","95.015","40.81K","0.75%"
"Jun 29, 2015","94.950","96.410","96.695","94.850","72.74K","-0.73%"
"Jun 26, 2015","95.651","95.360","95.860","95.275","33.08K","0.28%"
"Jun 25, 2015","95.387","95.420","95.700","95.260","26.73K","-0.03%"
"Jun 24, 2015","95.418","95.580","95.730","95.125","35.30K","-0.24%"
"Jun 23, 2015","95.645","94.500","95.885","94.485","47.35K","1.20%"
"Jun 22, 2015","94.515","94.275","94.640","93.990","30.43K","0.26%"
"Jun 19, 2015","94.272","94.200","94.695","94.095","28.08K","0.03%"
"Jun 18, 2015","94.241","94.350","94.440","93.300","52.56K","-0.26%"
"Jun 17, 2015","94.490","95.270","95.590","94.310","58.26K","-0.81%"
"Jun 16, 2015","95.262","95.120","95.500","94.810","35.49K","0.14%"
"Jun 15, 2015","95.129","95.155","95.360","95.000","1.76K","0.15%"
"Jun 12, 2015","94.987","95.100","95.665","94.670","36.25K","0.01%"
"Jun 11, 2015","94.980","94.740","95.630","94.635","37.63K","0.35%"
"Jun 10, 2015","94.651","95.100","95.255","94.300","82.06K","-0.55%"
"Jun 09, 2015","95.172","95.270","95.605","94.860","52.05K","-0.16%"
"Jun 08, 2015","95.323","96.445","96.595","95.080","57.54K","-1.08%"
"Jun 05, 2015","96.361","95.715","96.955","95.240","74.99K","0.91%"
"Jun 04, 2015","95.493","95.430","95.625","94.670","62.38K","-0.02%"
"Jun 03, 2015","95.509","96.000","96.575","95.230","75.83K","-0.38%"
"Jun 02, 2015","95.878","97.530","97.610","95.710","86.88K","-1.64%"
"Jun 01, 2015","97.473","96.990","97.760","96.975","50.33K","0.50%"
"May 29, 2015","96.986","97.015","97.270","96.825","49.48K","-0.08%"
"May 28, 2015","97.059","97.375","97.760","97.010","64.03K","-0.43%"
"May 27, 2015","97.474","97.315","97.880","97.005","55.13K","0.07%"
"May 26, 2015","97.407","96.540","97.470","96.530","62.43K","1.35%"
"May 25, 2015","96.110","96.430","96.570","96.245","10.91K","0.00%"
"May 22, 2015","96.110","95.460","96.355","94.880","65.47K","0.82%"
"May 21, 2015","95.329","95.635","95.755","95.050","39.46K","-0.19%"
"May 20, 2015","95.509","95.385","95.935","95.325","52.44K","0.15%"
"May 19, 2015","95.363","94.130","95.555","94.130","62.67K","1.16%"
"May 18, 2015","94.269","93.310","94.320","93.285","36.97K","1.17%"
"May 15, 2015","93.180","93.475","94.085","93.170","41.58K","-0.35%"
"May 14, 2015","93.505","93.730","93.820","93.155","53.55K","-0.15%"
"May 13, 2015","93.643","94.605","94.670","93.505","40.88K","-1.02%"
"May 12, 2015","94.606","95.150","95.250","94.305","32.14K","-0.52%"
